family,genus,species,species english
PASSERELLIDAE,AMMOSPIZA,Ammospiza maritima,Seaside Sparrow
PASSERELLIDAE,AMMOSPIZA,Ammospiza maritima,Seaside Sparrow
PASSERELLIDAE,AMMOSPIZA,Ammospiza maritima,Seaside Sparrow
PASSERELLIDAE,AMMOSPIZA,Ammospiza maritima,Seaside Sparrow
PASSERELLIDAE,AMMOSPIZA,Ammospiza nelsoni,Nelson's Sparrow
PASSERELLIDAE,AMMOSPIZA,Ammospiza nelsoni,Nelson's Sparrow
PASSERELLIDAE,AMMOSPIZA,Ammospiza nelsoni,Nelson's Sparrow
PASSERELLIDAE,AMMOSPIZA,Ammospiza caudacuta,Saltmarsh Sparrow
PASSERELLIDAE,AMMOSPIZA,Ammospiza caudacuta,Saltmarsh Sparrow
PASSERELLIDAE,ARTEMISIOSPIZA,Artemisiospiza nevadensis,Sagebrush Sparrow
PASSERELLIDAE,ARTEMISIOSPIZA,Artemisiospiza belli,Bell's Sparrow
PASSERELLIDAE,ARTEMISIOSPIZA,Artemisiospiza belli,Bell's Sparrow
PASSERELLIDAE,ARTEMISIOSPIZA,Artemisiospiza belli,Bell's Sparrow
PASSERELLIDAE,POOECETES,Pooecetes gramineus,Vesper Sparrow
PASSERELLIDAE,POOECETES,Pooecetes gramineus,Vesper Sparrow
PASSERELLIDAE,POOECETES,Pooecetes gramineus,Vesper Sparrow
PASSERELLIDAE,POOECETES,Pooecetes gramineus,Vesper Sparrow
PASSERELLIDAE,ORITURUS,Oriturus superciliosus,Striped Sparrow
PASSERELLIDAE,ORITURUS,Oriturus superciliosus,Striped Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,PASSERCULUS,Passerculus sandwichensis,Savannah Sparrow
PASSERELLIDAE,CENTRONYX,Centronyx bairdii,Baird's Sparrow
PASSERELLIDAE,CENTRONYX,Centronyx henslowii,Henslow's Sparrow
PASSERELLIDAE,CENTRONYX,Centronyx henslowii,Henslow's Sparrow
PASSERELLIDAE,XENOSPIZA,Xenospiza baileyi,Sierra Madre Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza melodia,Song Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza lincolnii,Lincoln's Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza lincolnii,Lincoln's Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza lincolnii,Lincoln's Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza georgiana,Swamp Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza georgiana,Swamp Sparrow
PASSERELLIDAE,MELOSPIZA,Melospiza georgiana,Swamp Sparrow
EMBERIZIDAE,FRINGILLARIA,Fringillaria cabanisi,Cabanis's Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria cabanisi,Cabanis's Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria cabanisi,Cabanis's Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria affinis,Brown-rumped Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria affinis,Brown-rumped Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria affinis,Brown-rumped Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria affinis,Brown-rumped Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria flaviventris,Golden-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria flaviventris,Golden-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria flaviventris,Golden-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria flaviventris,Golden-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria poliopleura,Somali Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria capensis,Cape Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria socotrana,Socotra Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria impetuani,Lark-like Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria impetuani,Lark-like Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria tahapisi,Cinnamon-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria tahapisi,Cinnamon-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria tahapisi,Cinnamon-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria tahapisi,Cinnamon-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria tahapisi,Cinnamon-breasted Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria striolata,Striated Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria striolata,Striated Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria striolata,Striated Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria striolata,Striated Bunting
EMBERIZIDAE,FRINGILLARIA,Fringillaria striolata,Striated Bunting
EMBERIZIDAE,MELOPHUS,Melophus lathami,Crested Bunting
EMBERIZIDAE,GRANATIVORA,Granativora bruniceps,Red-headed Bunting
EMBERIZIDAE,GRANATIVORA,Granativora melanocephala,Black-headed Bunting
EMBERIZIDAE,EMBERIZA,Emberiza fucata,Chestnut-eared Bunting
EMBERIZIDAE,EMBERIZA,Emberiza fucata,Chestnut-eared Bunting
EMBERIZIDAE,EMBERIZA,Emberiza fucata,Chestnut-eared Bunting
EMBERIZIDAE,EMBERIZA,Emberiza calandra,Corn Bunting
EMBERIZIDAE,EMBERIZA,Emberiza calandra,Corn Bunting
EMBERIZIDAE,EMBERIZA,Emberiza jankowskii,Jankowski's Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cioides,Meadow Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cioides,Meadow Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cioides,Meadow Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cioides,Meadow Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cioides,Meadow Bunting
EMBERIZIDAE,EMBERIZA,Emberiza godlewskii,Godlewski's Bunting 
EMBERIZIDAE,EMBERIZA,Emberiza godlewskii,Godlewski's Bunting 
EMBERIZIDAE,EMBERIZA,Emberiza godlewskii,Godlewski's Bunting 
EMBERIZIDAE,EMBERIZA,Emberiza godlewskii,Godlewski's Bunting 
EMBERIZIDAE,EMBERIZA,Emberiza godlewskii,Godlewski's Bunting 
EMBERIZIDAE,EMBERIZA,Emberiza cia,Rock Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cia,Rock Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cia,Rock Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cia,Rock Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cia,Rock Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cia,Rock Bunting
EMBERIZIDAE,EMBERIZA,Emberiza buchanani,Grey-necked Bunting
EMBERIZIDAE,EMBERIZA,Emberiza buchanani,Grey-necked Bunting
EMBERIZIDAE,EMBERIZA,Emberiza buchanani,Grey-necked Bunting
EMBERIZIDAE,EMBERIZA,Emberiza caesia,Cretzschmar's Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cineracea,Cinereous Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cineracea,Cinereous Bunting
EMBERIZIDAE,EMBERIZA,Emberiza hortulana,Ortolan Bunting
EMBERIZIDAE,EMBERIZA,Emberiza cirlus,Cirl Bunting
EMBERIZIDAE,EMBERIZA,Emberiza stewarti,White-capped Bunting
EMBERIZIDAE,EMBERIZA,Emberiza citrinella,Yellowhammer
EMBERIZIDAE,EMBERIZA,Emberiza citrinella,Yellowhammer
EMBERIZIDAE,EMBERIZA,Emberiza citrinella,Yellowhammer
EMBERIZIDAE,EMBERIZA,Emberiza leucocephalos,Pine Bunting
EMBERIZIDAE,EMBERIZA,Emberiza leucocephalos,Pine Bunting
EMBERIZIDAE,EMBERIZA,Emberiza koslowi,Tibetan Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus siemsseni,Slaty Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus elegans,Yellow-throated Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus elegans,Yellow-throated Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus yessoensis,Japanese Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus yessoensis,Japanese Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus pallasi,Pallas's Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus pallasi,Pallas's Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus pallasi,Pallas's Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus pallasi,Pallas's Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus schoeniclus,Eurasian Reed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus spodocephala,Black-faced Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus spodocephala,Black-faced Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus spodocephala,Black-faced Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus sulphuratus,Japanese Yellow Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus rusticus,Rustic Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus rutilus,Chestnut Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus pusillus,Little Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus aureolus,Yellow-breasted Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus aureolus,Yellow-breasted Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus chrysophrys,Yellow-browed Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus variabilis,Grey Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus variabilis,Grey Bunting
EMBERIZIDAE,SCHOENICLUS,Schoeniclus tristrami,Tristram's Bunting
PHAENICOPHILIDAE,PHAENICOPHILUS,Phaenicophilus palmarum,Black-crowned  Warbler Tanager
PHAENICOPHILIDAE,PHAENICOPHILUS,Phaenicophilus poliocephalus,Gray-crowned  Warbler Tanager
PHAENICOPHILIDAE,PHAENICOPHILUS,Phaenicophilus poliocephalus,Gray-crowned  Warbler Tanager
PHAENICOPHILIDAE,PHAENICOPHILUS,Phaenicophilus poliocephalus,Gray-crowned  Warbler Tanager
PHAENICOPHILIDAE,XENOLIGEA,Xenoligea montana,White-winged Warbler Tanager
PHAENICOPHILIDAE,MICROLIGEA,Microligea palustris,Green-tailed Warbler Tanager
PHAENICOPHILIDAE,MICROLIGEA,Microligea palustris,Green-tailed Warbler Tanager
PHAENICOPHILIDAE,NESOSPINGUS,Nesospingus speculiferus,Puerto Rican Tanager
PHAENICOPHILIDAE,SPINDALIS,Spindalis zena,Western Spindalis
PHAENICOPHILIDAE,SPINDALIS,Spindalis zena,Western Spindalis
PHAENICOPHILIDAE,SPINDALIS,Spindalis zena,Western Spindalis
PHAENICOPHILIDAE,SPINDALIS,Spindalis zena,Western Spindalis
PHAENICOPHILIDAE,SPINDALIS,Spindalis zena,Western Spindalis
PHAENICOPHILIDAE,SPINDALIS,Spindalis dominicensis,Hispaniolan Spindalis
PHAENICOPHILIDAE,SPINDALIS,Spindalis portoricensis,Puerto Rican Spindalis
PHAENICOPHILIDAE,SPINDALIS,Spindalis nigricephala,Jamaican Spindalis
ZELEDONIIDAE,ZELEDONIA,Zeledonia coronata,Wren-thrush
ZELEDONIIDAE,TERETISTRIS,Teretistris fernandinae,Yellow-headed Teretistris
ZELEDONIIDAE,TERETISTRIS,Teretistris fornsi,Oriente Teretistris
ZELEDONIIDAE,TERETISTRIS,Teretistris fornsi,Oriente Teretistris
PARULIDAE,SEIURUS,Seiurus aurocapilla,Ovenbird
PARULIDAE,SEIURUS,Seiurus aurocapilla,Ovenbird
PARULIDAE,SEIURUS,Seiurus aurocapilla,Ovenbird
PARULIDAE,HELMITHEROS,Helmitheros vermivorum,Worm-eating Warbler
PARULIDAE,PARKESIA,Parkesia motacilla,Louisiana Waterthrush
PARULIDAE,PARKESIA,Parkesia noveboracensis,Northern Waterthrush
PARULIDAE,VERMIVORA,Vermivora bachmanii,Bachman's Warbler
PARULIDAE,VERMIVORA,Vermivora chrysoptera,Golden-winged Warbler
PARULIDAE,VERMIVORA,Vermivora cyanoptera,Blue-winged Warbler
PARULIDAE,MNIOTILTA,Mniotilta varia,Black-and-white Warbler
PARULIDAE,PROTONOTARIA,Protonotaria citrea,Prothonotary Warbler
PARULIDAE,LIMNOTHLYPIS,Limnothlypis swainsonii,Swainson's Warbler
PARULIDAE,OREOTHLYPIS,Oreothlypis superciliosa,Crescent-chested Warbler
PARULIDAE,OREOTHLYPIS,Oreothlypis superciliosa,Crescent-chested Warbler
PARULIDAE,OREOTHLYPIS,Oreothlypis superciliosa,Crescent-chested Warbler
PARULIDAE,OREOTHLYPIS,Oreothlypis superciliosa,Crescent-chested Warbler
PARULIDAE,OREOTHLYPIS,Oreothlypis superciliosa,Crescent-chested Warbler
PARULIDAE,OREOTHLYPIS,Oreothlypis gutturalis,Flame-throated Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis peregrina,Tennessee Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis celata,Orange-crowned Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis celata,Orange-crowned Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis celata,Orange-crowned Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis celata,Orange-crowned Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis crissalis,Colima Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis luciae,Lucy's Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis ruficapilla,Nashville Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis ruficapilla,Nashville Warbler
PARULIDAE,LEIOTHLYPIS,Leiothlypis virginiae,Virginia's Warbler
PARULIDAE,LEUCOPEZA,Leucopeza semperi,Semper's Warbler
PARULIDAE,OPORORNIS,Oporornis agilis,Connecticut Warbler
PARULIDAE,GEOTHLYPIS,Geothlypis poliocephala,Gray-crowned Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis poliocephala,Gray-crowned Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis poliocephala,Gray-crowned Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis poliocephala,Gray-crowned Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis poliocephala,Gray-crowned Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis poliocephala,Gray-crowned Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis aequinoctialis,Masked Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis aequinoctialis,Masked Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis aequinoctialis,Masked Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis aequinoctialis,Masked Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis aequinoctialis,Masked Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis tolmiei,MacGillivray's Warbler
PARULIDAE,GEOTHLYPIS,Geothlypis tolmiei,MacGillivray's Warbler
PARULIDAE,GEOTHLYPIS,Geothlypis philadelphia,Mourning Warbler
PARULIDAE,GEOTHLYPIS,Geothlypis formosa,Kentucky Warbler
PARULIDAE,GEOTHLYPIS,Geothlypis semiflava,Olive-crowned Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis semiflava,Olive-crowned Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis speciosa,Black-polled Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis speciosa,Black-polled Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis beldingi,Belding's Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis beldingi,Belding's Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis rostrata,Bahama Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis rostrata,Bahama Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis rostrata,Bahama Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis rostrata,Bahama Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis flavovelata,Altamira Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis trichas,Common Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis nelsoni,Hooded Yellowthroat
PARULIDAE,GEOTHLYPIS,Geothlypis nelsoni,Hooded Yellowthroat
PARULIDAE,CATHAROPEZA,Catharopeza bishopi,Whistling Warbler
PARULIDAE,SETOPHAGA,Setophaga plumbea,Plumbeous Warbler
PARULIDAE,SETOPHAGA,Setophaga angelae,Elfin Woods Warbler
PARULIDAE,SETOPHAGA,Setophaga pharetra,Arrowhead Warbler
PARULIDAE,SETOPHAGA,Setophaga citrina,Hooded Warbler
PARULIDAE,SETOPHAGA,Setophaga ruticilla,American Redstart
PARULIDAE,SETOPHAGA,Setophaga kirtlandii,Kirtland's Warbler
PARULIDAE,SETOPHAGA,Setophaga tigrina,Cape May Warbler
PARULIDAE,SETOPHAGA,Setophaga cerulea,Cerulean Warbler
PARULIDAE,SETOPHAGA,Setophaga americana,Northern Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga pitiayumi,Tropical Parula
PARULIDAE,SETOPHAGA,Setophaga magnolia,Magnolia Warbler
PARULIDAE,SETOPHAGA,Setophaga castanea,Bay-breasted Warbler
PARULIDAE,SETOPHAGA,Setophaga fusca,Blackburnian Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga petechia,Yellow Warbler
PARULIDAE,SETOPHAGA,Setophaga pensylvanica,Chestnut-sided Warbler
PARULIDAE,SETOPHAGA,Setophaga striata,Blackpoll Warbler
